path,category,size,lines,words,has_frontmatter,frontmatter_keys
finished-manuscript/.venv/Lib/site-packages/PIL/MspImagePlugin.py,other,6090,200,771,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PaletteFile.py,other,1270,54,160,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PalmImagePlugin.py,other,8965,217,1280,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PcdImagePlugin.py,other,1842,68,210,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PcfFontFile.py,other,7498,258,820,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PcxImagePlugin.py,other,6596,232,841,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PdfImagePlugin.py,other,9632,311,854,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PdfParser.py,other,39338,1081,3336,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PixarImagePlugin.py,other,1830,72,226,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PngImagePlugin.py,other,53289,1563,5235,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PpmImagePlugin.py,other,12766,375,1348,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PsdImagePlugin.py,other,9173,337,995,False,
finished-manuscript/.venv/Lib/site-packages/PIL/PSDraw.py,other,7230,238,982,False,
finished-manuscript/.venv/Lib/site-packages/PIL/py.typed,other,0,0,0,False,
finished-manuscript/.venv/Lib/site-packages/PIL/QoiImagePlugin.py,other,8842,235,830,False,
finished-manuscript/.venv/Lib/site-packages/PIL/report.py,other,105,5,9,False,
finished-manuscript/.venv/Lib/site-packages/PIL/SgiImagePlugin.py,other,6620,231,750,False,
finished-manuscript/.venv/Lib/site-packages/PIL/SpiderImagePlugin.py,other,10659,332,1283,False,
finished-manuscript/.venv/Lib/site-packages/PIL/SunImagePlugin.py,other,4734,145,572,False,
finished-manuscript/.venv/Lib/site-packages/PIL/TarIO.py,other,1503,61,180,False,
finished-manuscript/.venv/Lib/site-packages/PIL/TgaImagePlugin.py,other,7873,280,789,False,
finished-manuscript/.venv/Lib/site-packages/PIL/TiffImagePlugin.py,other,88194,2353,9525,False,
finished-manuscript/.venv/Lib/site-packages/PIL/TiffTags.py,other,17772,566,1904,False,
finished-manuscript/.venv/Lib/site-packages/PIL/WalImageFile.py,other,5891,129,325,False,
finished-manuscript/.venv/Lib/site-packages/PIL/WebPImagePlugin.py,other,10171,317,1046,False,
finished-manuscript/.venv/Lib/site-packages/PIL/WmfImagePlugin.py,other,5390,183,569,False,
finished-manuscript/.venv/Lib/site-packages/PIL/XbmImagePlugin.py,other,2767,98,277,False,
finished-manuscript/.venv/Lib/site-packages/PIL/XpmImagePlugin.py,other,4557,157,459,False,
finished-manuscript/.venv/Lib/site-packages/PIL/XVThumbImagePlugin.py,other,2209,83,271,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_avif.cp314-win_amd64.pyd,other,7892992,157389,217568,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_avif.pyi,other,66,3,10,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_binary.py,other,2664,113,407,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_deprecate.py,other,2106,72,257,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imaging.cp314-win_amd64.pyd,other,2584576,60889,80499,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imaging.pyi,other,924,31,122,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingcms.cp314-win_amd64.pyd,other,269824,3109,6778,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingcms.pyi,other,4576,143,505,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingft.cp314-win_amd64.pyd,other,2162688,47097,81936,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingft.pyi,other,1903,70,225,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingmath.cp314-win_amd64.pyd,other,25600,401,747,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingmath.pyi,other,66,3,10,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingmorph.cp314-win_amd64.pyd,other,13824,189,343,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingmorph.pyi,other,66,3,10,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingtk.cp314-win_amd64.pyd,other,14848,175,348,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_imagingtk.pyi,other,66,3,10,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_tkinter_finder.py,other,558,20,65,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_typing.py,other,964,45,110,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_util.py,other,713,29,75,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_version.py,other,91,4,12,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_webp.cp314-win_amd64.pyd,other,409600,7161,11990,False,
finished-manuscript/.venv/Lib/site-packages/PIL/_webp.pyi,other,66,3,10,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__init__.py,other,2122,87,179,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__main__.py,other,140,7,14,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/AvifImagePlugin.cpython-314.pyc,other,13806,416,624,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/BdfFontFile.cpython-314.pyc,other,4726,143,217,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/BlpImagePlugin.cpython-314.pyc,other,28294,765,1260,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/BmpImagePlugin.cpython-314.pyc,other,21207,627,913,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/BufrStubImagePlugin.cpython-314.pyc,other,3442,92,142,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ContainerIO.cpython-314.pyc,other,9674,220,431,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/CurImagePlugin.cpython-314.pyc,other,2847,69,93,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/DcxImagePlugin.cpython-314.pyc,other,3686,100,143,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/DdsImagePlugin.cpython-314.pyc,other,25154,773,1039,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/EpsImagePlugin.cpython-314.pyc,other,18624,688,1000,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ExifTags.cpython-314.pyc,other,11526,320,435,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/features.cpython-314.pyc,other,15840,431,959,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/FitsImagePlugin.cpython-314.pyc,other,7518,226,319,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/FliImagePlugin.cpython-314.pyc,other,8442,233,331,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/FontFile.cpython-314.pyc,other,6986,212,321,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/FpxImagePlugin.cpython-314.pyc,other,9302,249,369,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/FtexImagePlugin.cpython-314.pyc,other,5942,163,453,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/GbrImagePlugin.cpython-314.pyc,other,4375,105,174,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/GdImageFile.cpython-314.pyc,other,3887,108,259,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/GifImagePlugin.cpython-314.pyc,other,52682,1549,2350,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/GimpGradientFile.cpython-314.pyc,other,7277,182,281,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/GimpPaletteFile.cpython-314.pyc,other,3570,88,142,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/GribStubImagePlugin.cpython-314.pyc,other,3557,95,152,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/Hdf5StubImagePlugin.cpython-314.pyc,other,3443,98,144,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/IcnsImagePlugin.cpython-314.pyc,other,19774,602,992,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/IcoImagePlugin.cpython-314.pyc,other,17683,549,900,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/Image.cpython-314.pyc,other,202753,5991,13632,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageChops.cpython-314.pyc,other,13899,386,857,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageCms.cpython-314.pyc,other,45214,1290,4127,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageColor.cpython-314.pyc,other,13563,355,571,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageDraw.cpython-314.pyc,other,46083,1787,2982,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageDraw2.cpython-314.pyc,other,12208,380,655,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageEnhance.cpython-314.pyc,other,6276,158,373,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageFile.cpython-314.pyc,other,43220,1248,2218,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageFilter.cpython-314.pyc,other,27036,744,1736,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageFont.cpython-314.pyc,other,71314,1615,3838,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageGrab.cpython-314.pyc,other,9285,325,472,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageMath.cpython-314.pyc,other,20235,397,717,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageMode.cpython-314.pyc,other,3029,89,137,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageMorph.cpython-314.pyc,other,14860,435,1069,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageOps.cpython-314.pyc,other,34652,1098,2421,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImagePalette.cpython-314.pyc,other,15470,455,763,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImagePath.cpython-314.pyc,other,375,8,11,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageQt.cpython-314.pyc,other,9637,275,446,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageSequence.cpython-314.pyc,other,4227,116,255,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageShow.cpython-314.pyc,other,18151,444,823,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageStat.cpython-314.pyc,other,9293,229,556,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageText.cpython-314.pyc,other,22001,729,1495,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageTk.cpython-314.pyc,other,11248,338,731,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageTransform.cpython-314.pyc,other,5811,136,541,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImageWin.cpython-314.pyc,other,14826,446,956,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImImagePlugin.cpython-314.pyc,other,14983,471,707,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/ImtImagePlugin.cpython-314.pyc,other,2938,78,104,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/IptcImagePlugin.cpython-314.pyc,other,9644,263,415,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/Jpeg2KImagePlugin.cpython-314.pyc,other,21949,684,1022,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/JpegImagePlugin.cpython-314.pyc,other,38749,1407,2086,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/JpegPresets.cpython-314.pyc,other,18968,1088,2551,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/McIdasImagePlugin.cpython-314.pyc,other,2740,84,103,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/MicImagePlugin.cpython-314.pyc,other,4822,122,186,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/MpegImagePlugin.cpython-314.pyc,other,4785,112,162,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/MpoImagePlugin.cpython-314.pyc,other,10432,323,478,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/MspImagePlugin.cpython-314.pyc,other,6781,163,267,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PaletteFile.cpython-314.pyc,other,2370,55,89,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PalmImagePlugin.cpython-314.pyc,other,9827,139,202,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PcdImagePlugin.cpython-314.pyc,other,3079,76,103,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PcfFontFile.cpython-314.pyc,other,11271,251,423,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PcxImagePlugin.cpython-314.pyc,other,8743,296,427,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PdfImagePlugin.cpython-314.pyc,other,10724,456,590,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PdfParser.cpython-314.pyc,other,63885,1975,2813,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PixarImagePlugin.cpython-314.pyc,other,2398,50,75,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PngImagePlugin.cpython-314.pyc,other,74981,2084,3123,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PpmImagePlugin.cpython-314.pyc,other,16400,502,775,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PsdImagePlugin.cpython-314.pyc,other,13078,387,556,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/PSDraw.cpython-314.pyc,other,9332,302,770,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/QoiImagePlugin.cpython-314.pyc,other,13580,352,506,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/report.cpython-314.pyc,other,353,6,11,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/SgiImagePlugin.cpython-314.pyc,other,8970,256,375,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/SpiderImagePlugin.cpython-314.pyc,other,15300,492,711,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/SunImagePlugin.cpython-314.pyc,other,3889,95,152,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/TarIO.cpython-314.pyc,other,2310,44,94,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/TgaImagePlugin.cpython-314.pyc,other,10044,367,501,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/TiffImagePlugin.cpython-314.pyc,other,120936,3437,5272,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/TiffTags.cpython-314.pyc,other,20057,933,1177,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/WalImageFile.cpython-314.pyc,other,4712,230,332,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/WebPImagePlugin.cpython-314.pyc,other,15646,501,686,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/WmfImagePlugin.cpython-314.pyc,other,7849,198,283,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/XbmImagePlugin.cpython-314.pyc,other,4749,123,194,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/XpmImagePlugin.cpython-314.pyc,other,7044,175,263,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/XVThumbImagePlugin.cpython-314.pyc,other,3155,74,112,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/_binary.cpython-314.pyc,other,5200,151,312,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/_deprecate.cpython-314.pyc,other,2758,102,241,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/_tkinter_finder.cpython-314.pyc,other,818,27,40,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/_typing.cpython-314.pyc,other,2021,57,82,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/_util.cpython-314.pyc,other,2232,56,94,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/_version.cpython-314.pyc,other,296,7,9,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/__init__.cpython-314.pyc,other,2785,96,183,False,
finished-manuscript/.venv/Lib/site-packages/PIL/__pycache__/__main__.cpython-314.pyc,other,421,9,13,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/INSTALLER,other,4,1,1,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/METADATA,other,8989,175,594,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/RECORD,other,14223,219,219,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/REQUESTED,other,0,0,0,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/top_level.txt,other,4,1,1,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/WHEEL,other,101,5,9,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/zip-safe,other,2,1,0,False,
finished-manuscript/.venv/Lib/site-packages/pillow-12.2.0.dist-info/licenses/LICENSE,other,78014,1622,11461,False,
finished-manuscript/.venv/Lib/site-packages/pip/py.typed,other,286,4,51,False,
finished-manuscript/.venv/Lib/site-packages/pip/__init__.py,other,355,13,42,False,
finished-manuscript/.venv/Lib/site-packages/pip/__main__.py,other,854,24,126,False,
finished-manuscript/.venv/Lib/site-packages/pip/__pip-runner__.py,other,1450,50,170,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/build_env.py,other,21911,606,1803,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cache.py,other,10345,291,1011,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/configuration.py,other,14568,396,1400,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/exceptions.py,other,32165,971,3139,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/main.py,other,338,12,38,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/pyproject.py,other,4555,123,501,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/self_outdated_check.py,other,8284,255,740,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/wheel_builder.py,other,9010,261,789,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/__init__.py,other,511,18,61,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/autocompletion.py,other,7193,184,725,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/base_command.py,other,9168,255,778,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/cmdoptions.py,other,36164,1267,3663,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/command_context.py,other,817,28,62,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/index_command.py,other,6484,195,607,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/main.py,other,3137,85,404,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/main_parser.py,other,4403,136,420,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/parser.py,other,13827,358,1319,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/progress_bars.py,other,4706,153,415,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/req_command.py,other,16482,447,1080,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/spinners.py,other,7362,235,729,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/status_codes.py,other,116,6,18,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__init__.py,other,131,3,18,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/autocompletion.cpython-314.pyc,other,10507,355,568,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/base_command.cpython-314.pyc,other,13017,397,658,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/cmdoptions.cpython-314.pyc,other,41215,1145,3016,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/command_context.cpython-314.pyc,other,2521,48,82,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/index_command.cpython-314.pyc,other,9388,274,506,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/main.cpython-314.pyc,other,2456,69,121,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/main_parser.cpython-314.pyc,other,5574,195,289,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/parser.cpython-314.pyc,other,21577,602,1070,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/progress_bars.cpython-314.pyc,other,7156,252,405,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/req_command.cpython-314.pyc,other,18058,610,998,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/spinners.cpython-314.pyc,other,14915,432,719,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/status_codes.cpython-314.pyc,other,391,10,10,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/cli/__pycache__/__init__.cpython-314.pyc,other,316,3,12,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/cache.py,other,9142,255,785,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/check.py,other,2244,66,165,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/completion.py,other,4565,136,349,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/configuration.py,other,10105,288,927,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/debug.py,other,6805,203,605,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/download.py,other,5178,146,300,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/freeze.py,other,3099,107,217,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/hash.py,other,1679,58,151,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/help.py,other,1108,40,100,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/index.py,other,5520,166,379,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/inspect.py,other,3177,92,251,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/install.py,other,30588,810,2463,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/list.py,other,13497,398,1022,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/lock.py,other,6027,175,392,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/search.py,other,5782,178,502,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/show.py,other,8066,231,625,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/uninstall.py,other,3868,113,280,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/wheel.py,other,5880,171,352,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__init__.py,other,4026,139,335,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/cache.cpython-314.pyc,other,13858,399,654,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/check.cpython-314.pyc,other,2962,92,166,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/completion.cpython-314.pyc,other,5977,166,369,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/configuration.cpython-314.pyc,other,16087,494,976,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/debug.cpython-314.pyc,other,11914,379,650,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/download.cpython-314.pyc,other,7724,195,368,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/freeze.cpython-314.pyc,other,5082,159,278,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/hash.cpython-314.pyc,other,3573,110,190,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/help.cpython-314.pyc,other,1990,48,85,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/index.cpython-314.pyc,other,8373,255,412,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/inspect.cpython-314.pyc,other,4635,131,221,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/install.cpython-314.pyc,other,32725,988,2090,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/list.cpython-314.pyc,other,19790,646,1075,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/lock.cpython-314.pyc,other,8486,251,450,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/search.cpython-314.pyc,other,9132,254,441,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/show.cpython-314.pyc,other,12444,412,673,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/uninstall.cpython-314.pyc,other,5204,136,286,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/wheel.cpython-314.pyc,other,8770,252,463,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/commands/__pycache__/__init__.cpython-314.pyc,other,4509,116,228,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/base.py,other,1830,55,200,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/installed.py,other,929,33,79,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/sdist.py,other,6627,164,527,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/wheel.py,other,1364,44,121,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/__init__.py,other,858,21,74,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/base.cpython-314.pyc,other,3527,75,216,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/installed.cpython-314.pyc,other,2293,59,98,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/sdist.cpython-314.pyc,other,9894,256,467,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/wheel.cpython-314.pyc,other,2846,67,134,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/distributions/__pycache__/__init__.cpython-314.pyc,other,1167,18,31,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/index/collector.py,other,16144,488,1598,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/index/package_finder.py,other,41776,1125,3718,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/index/sources.py,other,8639,287,728,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/index/__init__.py,other,29,1,3,False,
finished-manuscript/.venv/Lib/site-packages/pip/_internal/index/__pycache__/collector.cpython-314.pyc,other,25427,614,1289,False,
